Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OperatorSkillScore,RequiredSkillByRole
37,No,Frequently,1235,Production,8,2,Dairy Science,1,256,3,Male,87,2,1,Dairy Quality Analyst,1,Single,41881,7161,5,No,24,4,1,1,8,0,2,21,16,2,9,0.2763788509299043,0.55
37,No,Rarely,1349,Logistics,3,1,Logistics,1,257,3,Female,147,4,4,Dairy Quality Analyst,4,Married,90233,11580,6,Yes,21,4,2,1,1,0,1,22,7,7,4,0.2670118451001602,0.55
21,Yes,Rarely,530,Maintenance,48,3,Logistics,1,258,4,Female,75,2,1,Maintenance Engineer,2,Divorced,71542,11886,0,Yes,19,2,4,2,2,0,3,4,8,4,6,0.8582641175856618,0.6
54,No,Non-Travel,339,Maintenance,46,2,Biotechnology,1,259,2,Female,50,2,2,Logistics & Supply Chain Coordinator,3,Divorced,85285,13465,3,Yes,19,3,4,1,4,3,1,8,8,2,7,0.6521324217625373,0.35
35,No,Frequently,1101,Logistics,9,1,Logistics,1,260,3,Female,53,1,4,Farm Liaison Officer,3,Divorced,79547,13221,8,Yes,11,2,1,2,9,2,3,1,7,11,1,0.2706411884880936,0.3
55,No,Rarely,1320,Logistics,30,4,Mechanical Engineering,1,261,2,Female,88,2,1,Milk Processing Operator,3,Single,82151,4335,9,No,21,3,2,2,27,4,4,1,15,9,8,0.880201717346236,0.45
52,Yes,Rarely,716,Logistics,11,2,Biotechnology,1,262,2,Female,103,2,3,Dairy Quality Analyst,3,Divorced,27222,5674,5,No,15,4,3,0,14,2,1,3,19,6,3,0.302970007352308,0.55
23,No,Non-Travel,768,Quality Control,35,2,Food Technology,1,263,3,Female,139,2,3,Dairy Quality Analyst,2,Single,27933,6576,1,No,23,2,4,0,13,2,1,19,6,13,11,0.7364420076997995,0.55
52,No,Frequently,1045,Farm Operations,37,3,Dairy Science,1,264,1,Male,82,4,1,Maintenance Engineer,1,Married,103385,16972,3,No,16,4,3,0,22,0,4,19,16,7,10,0.2243959531477105,0.6
33,No,Frequently,1292,Maintenance,42,2,Dairy Science,1,265,2,Female,82,2,1,Dairy Lab Technician,2,Divorced,109772,2500,5,No,15,3,2,1,12,2,4,16,6,3,4,0.6371792581378681,0.55
40,No,Frequently,317,Farm Operations,13,2,Dairy Science,1,266,3,Female,121,3,1,Dairy Quality Analyst,1,Single,118706,10083,3,No,17,3,3,1,15,0,2,19,5,12,11,0.5826927104720271,0.55
39,No,Rarely,1087,Farm Operations,36,4,Mechanical Engineering,1,267,2,Male,69,2,2,Dairy Quality Analyst,3,Divorced,98437,10294,9,No,18,2,2,2,29,0,4,27,4,12,3,0.3456026672977108,0.55
27,No,Rarely,1282,Logistics,13,1,Food Technology,1,268,4,Male,65,1,2,Maintenance Engineer,4,Divorced,26940,17720,6,No,17,2,1,2,39,4,2,20,16,10,12,0.6502022999042913,0.6
26,No,Frequently,1256,Quality Control,12,1,Biotechnology,1,269,1,Male,70,2,3,Dairy Lab Technician,4,Married,104590,7543,2,No,14,2,3,2,7,1,4,24,7,8,0,0.6319370952241721,0.55
22,Yes,Rarely,249,Production,37,3,Biotechnology,1,270,1,Female,94,2,2,Maintenance Engineer,4,Divorced,79145,5276,5,No,17,2,1,1,16,0,3,18,0,5,17,0.7588462008247836,0.6
36,Yes,Rarely,218,Quality Control,10,4,Dairy Science,1,271,4,Male,139,4,2,Dairy Quality Analyst,1,Married,63610,8613,3,No,19,1,1,2,29,2,1,2,15,13,3,0.8131118410203118,0.55
52,No,Non-Travel,925,Farm Operations,9,1,Food Technology,1,272,4,Female,136,3,4,Cold Storage Supervisor,3,Divorced,77520,13729,2,Yes,24,1,2,2,16,4,4,29,16,0,3,0.5570734584574962,0.4
31,Yes,Frequently,396,Quality Control,7,4,Food Technology,1,273,2,Female,131,2,2,Milk Processing Operator,2,Divorced,24544,3327,2,No,24,4,3,1,34,5,3,4,2,4,7,0.5432066354389129,0.45
41,No,Frequently,758,Logistics,2,1,Food Technology,1,274,4,Female,111,3,4,Dairy Lab Technician,4,Divorced,110854,9772,1,No,19,3,4,0,0,5,4,9,12,4,19,0.6351170396612884,0.55
41,No,Frequently,651,Production,23,4,Logistics,1,275,1,Male,80,1,2,Cold Storage Supervisor,1,Divorced,74812,12666,2,Yes,18,3,3,1,23,5,1,5,7,6,5,0.7104453124608692,0.4
49,No,Frequently,488,Logistics,39,3,Logistics,1,276,4,Male,91,4,3,Maintenance Engineer,4,Divorced,91610,18289,9,No,23,4,4,2,24,2,4,2,15,6,3,0.4493198207093122,0.6
57,No,Rarely,1364,Production,40,2,Dairy Science,1,277,3,Female,61,3,1,Dairy Quality Analyst,2,Divorced,71500,7769,0,No,17,4,1,0,1,1,4,16,6,5,3,0.5532493183563598,0.55
57,No,Rarely,1307,Farm Operations,39,3,Food Technology,1,278,3,Female,114,4,3,Maintenance Engineer,3,Married,59618,15663,2,Yes,11,4,1,1,24,3,1,9,14,14,10,0.6095729300762214,0.6
27,No,Rarely,590,Production,21,1,Food Technology,1,279,2,Female,122,2,2,Farm Liaison Officer,2,Married,119054,7918,8,No,11,1,2,0,13,1,4,23,1,14,8,0.8918646586851378,0.3
46,No,Rarely,414,Production,23,3,Biotechnology,1,280,1,Male,52,1,1,Farm Liaison Officer,3,Single,45444,19473,3,Yes,21,4,4,0,38,4,1,11,1,7,13,0.6113985375191416,0.3
46,No,Frequently,414,Production,29,2,Biotechnology,1,281,3,Female,139,4,1,Dairy Quality Analyst,3,Divorced,105982,6555,2,No,12,3,3,2,32,1,2,0,9,1,3,0.3569305855195797,0.55
53,No,Rarely,327,Quality Control,14,3,Dairy Science,1,282,4,Male,58,2,1,Dairy Quality Analyst,3,Married,114079,4394,7,Yes,16,4,2,1,16,5,4,17,4,13,12,0.6115929007681825,0.55
40,No,Rarely,959,Quality Control,26,1,Food Technology,1,283,3,Female,100,3,4,Cold Storage Supervisor,4,Divorced,76586,2666,0,No,18,2,2,2,30,1,3,18,3,12,5,0.7736497080643128,0.4
49,Yes,Rarely,603,Farm Operations,5,1,Dairy Science,1,284,3,Male,65,1,3,Packaging Machine Operator,2,Divorced,44789,14355,4,Yes,17,3,2,1,9,4,4,21,14,12,12,0.8001825760078336,0.4
52,No,Rarely,1252,Production,31,3,Biotechnology,1,285,2,Female,137,1,4,Dairy Quality Analyst,4,Married,21617,4234,0,Yes,18,3,3,1,5,4,1,19,12,6,2,0.7601753182151081,0.55
47,No,Rarely,537,Maintenance,25,2,Biotechnology,1,286,4,Male,127,3,1,Dairy Lab Technician,2,Divorced,23333,8335,6,Yes,15,3,2,1,38,5,1,3,16,9,6,0.8217465907021893,0.55
52,No,Rarely,1030,Farm Operations,31,3,Logistics,1,287,4,Male,52,3,3,Dairy Lab Technician,1,Married,60002,19620,4,No,10,1,3,0,24,2,3,14,0,14,0,0.4343364393153892,0.55
24,No,Rarely,913,Production,20,2,Dairy Science,1,288,4,Male,147,1,3,Maintenance Engineer,1,Married,83620,19758,1,No,23,1,2,0,37,0,3,8,17,6,10,0.5552994346668634,0.6
38,Yes,Rarely,560,Production,44,4,Dairy Science,1,289,2,Male,146,4,2,Cold Storage Supervisor,2,Single,107688,13503,0,No,21,3,4,2,36,3,1,5,14,3,1,0.7457137672052807,0.4
23,Yes,Rarely,768,Quality Control,17,2,Food Technology,1,290,4,Male,73,1,4,Logistics & Supply Chain Coordinator,2,Single,109627,8359,6,No,13,2,1,1,29,3,2,11,13,11,4,0.3851149655313688,0.35
54,No,Frequently,417,Farm Operations,45,4,Food Technology,1,291,4,Male,122,3,4,Cheese Production Technician,2,Single,20511,18560,0,No,22,3,4,1,33,5,2,17,8,9,13,0.4601070064961907,0.5
36,Yes,Rarely,401,Production,2,3,Logistics,1,292,3,Female,62,4,2,Maintenance Engineer,2,Single,57850,15876,2,Yes,15,1,4,0,17,3,1,22,11,1,12,0.7818089581892085,0.6
47,No,Rarely,216,Production,25,2,Mechanical Engineering,1,293,3,Female,51,2,4,Dairy Quality Analyst,3,Divorced,102172,4928,5,No,24,2,2,1,23,1,2,14,4,3,15,0.7390599547343382,0.55
49,No,Frequently,521,Farm Operations,13,4,Mechanical Engineering,1,294,4,Female,120,1,1,Maintenance Engineer,4,Divorced,106053,9617,5,Yes,21,3,4,2,26,4,3,28,1,3,14,0.8798396975412623,0.6
48,No,Rarely,717,Maintenance,39,4,Mechanical Engineering,1,295,1,Female,70,3,1,Logistics & Supply Chain Coordinator,3,Single,51786,9614,6,No,15,1,4,1,26,4,2,18,6,11,2,0.897181840960255,0.35
25,No,Non-Travel,880,Farm Operations,28,4,Dairy Science,1,296,1,Male,68,2,4,Cheese Production Technician,4,Married,94356,6274,0,No,24,2,4,1,38,5,3,8,8,11,5,0.3685211828799653,0.5
54,No,Frequently,1305,Farm Operations,42,1,Dairy Science,1,297,4,Female,138,1,2,Logistics & Supply Chain Coordinator,4,Married,56244,6971,6,No,17,4,2,0,20,4,4,21,17,5,8,0.8303149903215714,0.35
56,No,Rarely,624,Maintenance,6,3,Biotechnology,1,298,1,Male,96,1,3,Logistics & Supply Chain Coordinator,4,Married,94714,10389,1,Yes,24,4,3,1,18,0,3,23,3,13,2,0.2661608509450484,0.35
43,No,Frequently,1427,Farm Operations,3,4,Dairy Science,1,299,2,Male,71,4,4,Farm Liaison Officer,3,Married,87261,19352,5,No,10,3,1,2,38,4,4,12,1,6,12,0.6968601462748388,0.3
48,No,Rarely,1218,Production,35,2,Dairy Science,1,300,3,Male,124,3,3,Dairy Lab Technician,2,Divorced,38477,4504,7,Yes,22,4,1,2,22,4,3,15,0,2,12,0.3540695713728856,0.55
50,No,Frequently,586,Farm Operations,18,4,Dairy Science,1,301,2,Female,82,2,2,Packaging Machine Operator,3,Married,66533,8006,4,Yes,20,1,3,2,38,1,3,12,11,14,6,0.4102178098457939,0.4
54,No,Rarely,977,Maintenance,11,1,Logistics,1,302,3,Male,81,1,3,Dairy Quality Analyst,3,Married,54469,9943,9,Yes,11,2,3,2,14,2,2,0,12,9,4,0.8624248243651793,0.55
52,No,Non-Travel,297,Logistics,20,3,Dairy Science,1,303,1,Female,113,4,2,Cold Storage Supervisor,4,Single,28496,19653,2,No,11,3,4,0,1,3,3,17,13,0,7,0.3842058657139483,0.4
40,No,Rarely,407,Farm Operations,5,1,Food Technology,1,304,1,Female,134,2,2,Maintenance Engineer,1,Married,32270,19748,7,No,22,2,1,1,34,1,1,21,4,2,7,0.6712245084124412,0.6
51,No,Frequently,785,Quality Control,19,1,Food Technology,1,305,4,Female,88,2,1,Dairy Quality Analyst,1,Divorced,96008,2923,7,No,15,2,3,0,19,1,4,2,2,8,6,0.3246899555042793,0.55
42,No,Frequently,365,Production,22,1,Biotechnology,1,306,1,Female,133,1,1,Farm Liaison Officer,3,Married,40724,18854,3,Yes,23,2,4,2,27,1,4,16,3,0,18,0.2653729842993413,0.3
52,No,Rarely,221,Production,19,2,Logistics,1,307,1,Female,121,2,2,Dairy Lab Technician,4,Married,50416,12246,7,No,23,1,1,1,14,3,3,21,16,12,6,0.4375219177407051,0.55
22,No,Rarely,353,Quality Control,47,3,Food Technology,1,308,4,Male,91,1,4,Maintenance Engineer,3,Divorced,55575,14475,4,No,20,3,2,0,15,5,1,4,18,7,3,0.6369372705526368,0.6
37,Yes,Frequently,418,Quality Control,16,3,Logistics,1,309,4,Male,58,4,1,Cold Storage Supervisor,3,Single,101190,19532,4,Yes,16,4,2,1,32,1,3,28,10,1,9,0.3735616006278568,0.4
44,No,Non-Travel,868,Farm Operations,24,2,Logistics,1,310,3,Female,74,4,2,Packaging Machine Operator,2,Divorced,96614,5086,2,Yes,11,2,1,2,11,2,3,24,7,5,12,0.4101181590701718,0.4
50,No,Rarely,429,Quality Control,41,3,Biotechnology,1,311,1,Male,138,2,3,Dairy Quality Analyst,4,Single,113566,16860,6,No,14,2,1,2,38,5,2,5,11,2,3,0.6961108730245186,0.55
22,No,Frequently,219,Logistics,4,1,Logistics,1,312,3,Female,146,1,3,Dairy Lab Technician,1,Married,93108,19013,8,No,15,2,2,1,38,4,3,20,17,6,18,0.2719572160869583,0.55
59,No,Non-Travel,752,Maintenance,15,3,Dairy Science,1,313,3,Male,51,3,4,Milk Processing Operator,1,Single,37408,9407,8,No,13,1,2,1,19,2,3,16,17,1,9,0.5128335642624552,0.45
43,No,Non-Travel,1149,Quality Control,25,2,Logistics,1,314,2,Male,68,4,3,Dairy Quality Analyst,1,Single,39359,2774,0,No,10,4,1,2,28,5,2,16,8,3,6,0.8592141709175569,0.55
51,No,Rarely,347,Quality Control,44,1,Biotechnology,1,315,1,Male,69,1,3,Logistics & Supply Chain Coordinator,3,Single,28698,10709,0,Yes,12,2,4,0,2,4,2,26,4,9,4,0.4778801636899575,0.35
41,Yes,Frequently,1331,Logistics,35,2,Biotechnology,1,316,1,Male,142,1,2,Logistics & Supply Chain Coordinator,4,Married,90392,18311,9,Yes,23,1,3,2,4,4,1,0,16,8,2,0.5039407195842075,0.35
42,No,Rarely,602,Production,14,4,Biotechnology,1,317,2,Male,119,1,3,Cheese Production Technician,2,Single,113063,3343,4,No,19,1,3,1,1,1,2,6,12,5,1,0.7167430125251022,0.5
21,Yes,Non-Travel,795,Production,49,1,Food Technology,1,318,3,Male,66,2,3,Dairy Lab Technician,1,Single,59492,12161,0,No,18,2,1,0,22,1,4,21,5,3,10,0.7453080654229927,0.55
46,No,Rarely,566,Farm Operations,19,1,Dairy Science,1,319,1,Male,138,3,3,Logistics & Supply Chain Coordinator,4,Married,94781,13419,3,No,22,2,3,2,25,3,4,29,13,1,9,0.7387244728463671,0.35
21,No,Rarely,1001,Logistics,38,3,Food Technology,1,320,3,Male,117,2,3,Packaging Machine Operator,1,Divorced,63634,9797,0,No,15,1,2,1,25,0,1,15,14,9,12,0.8985069174395004,0.4
45,No,Frequently,1117,Maintenance,36,1,Mechanical Engineering,1,321,2,Male,143,4,2,Packaging Machine Operator,2,Divorced,62864,2934,1,No,11,1,2,1,6,2,3,4,13,13,6,0.2500157612409401,0.4
36,No,Rarely,1357,Maintenance,7,2,Dairy Science,1,322,4,Male,133,2,3,Logistics & Supply Chain Coordinator,4,Divorced,114482,3986,1,Yes,18,2,3,1,9,3,1,15,3,8,9,0.8875772992430995,0.35
59,No,Non-Travel,272,Logistics,30,3,Logistics,1,323,3,Male,52,1,4,Dairy Lab Technician,3,Married,57355,16016,3,No,13,1,1,0,4,3,2,3,17,14,3,0.8651327318981792,0.55
52,Yes,Non-Travel,680,Maintenance,19,4,Biotechnology,1,324,1,Male,136,2,1,Farm Liaison Officer,3,Married,57690,7465,7,No,20,1,2,0,11,2,3,10,0,3,19,0.7964972301816906,0.3
28,No,Frequently,759,Production,49,2,Mechanical Engineering,1,325,4,Male,100,1,4,Cold Storage Supervisor,1,Divorced,57814,11966,1,Yes,22,2,4,0,31,5,1,13,11,8,15,0.5178879030964292,0.4
58,Yes,Rarely,944,Maintenance,25,4,Dairy Science,1,326,3,Female,131,3,1,Cold Storage Supervisor,1,Single,51645,17721,8,No,17,2,4,0,30,2,1,28,8,13,19,0.809631660143747,0.4
48,No,Frequently,299,Maintenance,16,4,Food Technology,1,327,3,Male,75,2,4,Dairy Lab Technician,4,Divorced,104814,3505,8,Yes,19,3,2,1,21,4,4,12,9,1,5,0.3545826886142666,0.55
45,No,Rarely,1282,Logistics,47,4,Biotechnology,1,328,4,Male,105,2,1,Milk Processing Operator,2,Married,92739,7363,1,Yes,16,4,2,1,16,0,1,26,17,6,8,0.7541590847714812,0.45
54,Yes,Rarely,707,Logistics,40,1,Food Technology,1,329,4,Male,149,2,1,Cold Storage Supervisor,1,Single,76630,17940,0,No,21,2,3,0,19,5,3,23,16,10,12,0.3296668121847379,0.4
44,No,Non-Travel,457,Maintenance,8,2,Dairy Science,1,330,4,Male,113,1,1,Maintenance Engineer,4,Single,68171,12846,9,No,20,2,1,0,19,1,1,26,18,10,6,0.7707534024298257,0.6
43,No,Rarely,612,Quality Control,18,2,Dairy Science,1,331,1,Male,57,1,1,Cold Storage Supervisor,2,Married,41658,3010,9,Yes,12,2,3,1,7,0,1,7,3,4,17,0.6301703932848398,0.4
32,Yes,Rarely,1288,Logistics,28,1,Mechanical Engineering,1,332,1,Male,130,2,2,Maintenance Engineer,1,Single,35797,16924,8,No,24,4,1,2,33,0,2,20,15,7,13,0.2686218956594678,0.6
26,No,Non-Travel,794,Farm Operations,16,3,Logistics,1,333,3,Female,144,2,4,Logistics & Supply Chain Coordinator,1,Divorced,78799,15482,1,No,17,3,4,2,22,1,1,19,6,10,4,0.8267236887500578,0.35
55,No,Rarely,1377,Farm Operations,19,4,Food Technology,1,334,3,Female,86,3,1,Farm Liaison Officer,4,Married,118342,11369,7,No,13,1,4,1,37,0,3,14,8,13,12,0.604570036818671,0.3
39,No,Rarely,465,Production,42,2,Mechanical Engineering,1,335,2,Female,146,3,4,Farm Liaison Officer,1,Married,116494,5857,2,No,11,4,1,0,27,5,4,17,7,7,7,0.6593737946959802,0.3
20,No,Non-Travel,1020,Maintenance,17,1,Biotechnology,1,336,1,Male,76,4,3,Cold Storage Supervisor,3,Married,72236,11864,0,Yes,20,2,3,0,12,5,4,6,6,13,14,0.398457024956127,0.4
27,No,Rarely,1302,Quality Control,45,4,Logistics,1,337,3,Male,94,3,1,Cold Storage Supervisor,2,Married,26265,12120,0,Yes,14,2,2,1,28,5,4,20,9,13,18,0.8101448527459645,0.4
35,No,Frequently,861,Production,13,3,Mechanical Engineering,1,338,4,Male,53,3,4,Dairy Lab Technician,2,Single,92134,13370,9,Yes,10,3,1,2,7,3,4,18,7,3,8,0.5816405146074944,0.55
33,No,Non-Travel,1146,Maintenance,7,3,Food Technology,1,339,4,Female,135,3,2,Cold Storage Supervisor,3,Married,102678,4553,1,Yes,22,3,3,1,10,3,2,24,16,12,5,0.4947841990040524,0.4
31,No,Non-Travel,759,Logistics,27,4,Dairy Science,1,340,1,Male,139,1,4,Cheese Production Technician,4,Married,73494,17489,6,Yes,17,3,4,1,17,5,3,8,11,3,13,0.5739972216598223,0.5
42,No,Frequently,1116,Farm Operations,10,3,Biotechnology,1,341,4,Male,145,3,1,Cheese Production Technician,3,Single,72268,6389,5,Yes,23,1,2,1,24,1,2,10,13,14,9,0.6923191570274436,0.5
34,No,Rarely,1090,Quality Control,34,2,Food Technology,1,342,2,Female,137,3,3,Milk Processing Operator,3,Married,46998,18935,1,No,17,4,4,0,21,1,4,26,11,7,8,0.686533512989489,0.45
47,No,Rarely,1471,Farm Operations,36,2,Logistics,1,343,3,Female,148,2,4,Logistics & Supply Chain Coordinator,2,Single,111426,13089,3,No,12,4,1,0,34,2,2,9,1,2,16,0.4503039706704689,0.35
53,No,Non-Travel,1067,Logistics,25,2,Logistics,1,344,3,Male,86,1,3,Maintenance Engineer,4,Single,114414,11231,1,No,10,3,4,0,28,2,1,13,11,6,12,0.4696807960743823,0.6
21,No,Non-Travel,809,Maintenance,6,3,Dairy Science,1,345,3,Male,145,4,2,Farm Liaison Officer,1,Married,81339,5051,0,Yes,13,1,4,2,20,5,3,15,13,7,16,0.5935667349868989,0.3
51,No,Frequently,613,Logistics,24,2,Dairy Science,1,346,1,Male,120,4,4,Logistics & Supply Chain Coordinator,3,Divorced,34306,7322,2,No,18,4,1,1,6,0,1,26,6,7,18,0.8470849845018915,0.35
42,No,Rarely,224,Logistics,18,1,Biotechnology,1,347,4,Male,82,3,4,Maintenance Engineer,3,Married,84006,13789,3,Yes,18,2,2,1,11,0,2,7,12,10,12,0.7218011868761829,0.6
41,No,Rarely,483,Farm Operations,23,2,Biotechnology,1,348,2,Female,80,4,2,Maintenance Engineer,4,Divorced,67345,4555,9,No,24,2,1,2,35,1,1,0,3,9,8,0.4732904897558896,0.6
44,Yes,Rarely,1080,Quality Control,6,2,Dairy Science,1,349,1,Male,104,4,2,Dairy Quality Analyst,3,Single,31885,19473,4,Yes,10,2,3,0,23,0,2,11,0,3,0,0.4359228385862328,0.55
41,No,Frequently,500,Logistics,29,3,Dairy Science,1,350,3,Male,61,4,2,Cold Storage Supervisor,4,Divorced,63826,14767,4,No,20,4,1,1,31,4,2,2,16,8,0,0.5665456718961202,0.4
41,No,Rarely,1291,Farm Operations,25,2,Logistics,1,351,2,Female,60,3,1,Milk Processing Operator,1,Married,75597,2458,6,No,24,3,1,2,26,3,3,1,2,14,4,0.8089939582402164,0.45
25,No,Non-Travel,1230,Quality Control,17,4,Dairy Science,1,352,3,Male,137,4,1,Cold Storage Supervisor,4,Married,27443,17701,9,No,16,2,2,0,31,0,3,15,16,9,7,0.2060754691171126,0.4
34,No,Frequently,1016,Maintenance,46,1,Mechanical Engineering,1,353,3,Male,121,3,4,Milk Processing Operator,1,Divorced,117375,18066,7,Yes,15,3,3,0,31,0,3,3,7,3,17,0.6973402478026949,0.45
56,No,Rarely,1360,Maintenance,24,3,Food Technology,1,354,1,Female,81,2,4,Logistics & Supply Chain Coordinator,4,Married,37084,6721,8,No,23,1,4,1,31,2,4,1,2,7,3,0.4061585788064368,0.35
52,No,Frequently,1387,Production,11,1,Dairy Science,1,355,3,Female,106,2,4,Dairy Lab Technician,3,Divorced,109447,14446,6,No,16,2,4,0,25,4,3,11,9,5,0,0.3458782361513189,0.55
27,Yes,Rarely,282,Farm Operations,26,4,Biotechnology,1,356,2,Male,87,4,3,Dairy Lab Technician,1,Single,24383,8304,4,Yes,16,1,4,2,10,0,1,26,1,4,14,0.2084965977717312,0.55
24,No,Frequently,1296,Quality Control,34,3,Mechanical Engineering,1,357,3,Female,109,2,2,Logistics & Supply Chain Coordinator,3,Divorced,112313,15565,8,No,17,3,4,0,17,3,3,23,3,14,19,0.8276134344378339,0.35
58,No,Frequently,1460,Logistics,28,3,Biotechnology,1,358,4,Female,135,3,4,Cheese Production Technician,1,Divorced,54361,12199,7,No,17,4,2,1,38,0,3,16,13,3,3,0.8385739290045084,0.5
23,No,Non-Travel,245,Maintenance,3,2,Mechanical Engineering,1,359,3,Male,147,2,2,Maintenance Engineer,4,Divorced,100294,3920,9,No,19,3,3,2,4,1,3,19,10,4,8,0.2429922091506741,0.6
25,Yes,Non-Travel,817,Quality Control,11,1,Dairy Science,1,360,1,Female,68,4,1,Milk Processing Operator,4,Divorced,81331,15227,8,No,23,2,2,0,15,4,2,20,13,14,19,0.5652707261359524,0.45
51,No,Rarely,1127,Farm Operations,38,4,Food Technology,1,361,2,Male,133,3,2,Packaging Machine Operator,4,Single,115057,9694,9,No,20,2,1,0,10,0,2,29,12,12,9,0.3068021210715269,0.4
49,No,Rarely,461,Production,14,4,Biotechnology,1,362,1,Male,105,1,3,Cold Storage Supervisor,2,Single,40529,8298,7,No,11,3,3,0,34,4,3,9,3,14,14,0.7310812882537918,0.4
54,No,Frequently,375,Maintenance,26,3,Mechanical Engineering,1,363,4,Male,63,3,3,Logistics & Supply Chain Coordinator,2,Single,78574,8629,5,No,21,2,3,2,10,0,2,19,1,10,2,0.6657740302363028,0.35
59,No,Rarely,1389,Quality Control,48,2,Logistics,1,364,3,Male,82,2,2,Maintenance Engineer,1,Divorced,108627,14719,3,No,21,2,4,0,22,3,2,7,1,0,1,0.407991569068601,0.6
35,Yes,Rarely,856,Quality Control,21,3,Dairy Science,1,365,1,Female,59,1,3,Milk Processing Operator,2,Single,116917,7146,8,No,21,1,4,1,33,3,4,17,10,6,4,0.2818721967282557,0.45
32,No,Rarely,1041,Quality Control,39,3,Food Technology,1,366,1,Male,129,3,3,Farm Liaison Officer,4,Married,50932,19387,8,No,13,4,4,2,16,4,1,24,4,7,0,0.7818544639651719,0.3
49,No,Frequently,569,Farm Operations,30,3,Dairy Science,1,367,1,Male,113,1,1,Cold Storage Supervisor,2,Single,21908,12306,9,No,13,3,4,2,9,5,2,17,8,11,10,0.6719767354993957,0.4
38,Yes,Rarely,253,Farm Operations,8,3,Logistics,1,368,1,Male,113,1,4,Dairy Lab Technician,2,Divorced,50358,4589,9,Yes,22,1,1,0,17,2,1,17,19,8,11,0.2047739615017869,0.55
36,No,Frequently,889,Farm Operations,20,4,Food Technology,1,369,4,Male,111,1,3,Logistics & Supply Chain Coordinator,3,Married,50412,6310,8,No,24,2,4,2,7,2,2,28,16,12,2,0.6395102466552737,0.35
38,Yes,Non-Travel,1350,Logistics,48,4,Logistics,1,370,4,Female,117,3,4,Dairy Lab Technician,1,Divorced,103710,4241,9,Yes,20,1,2,1,25,1,3,1,11,2,15,0.7672072193874422,0.55
47,No,Rarely,566,Quality Control,32,3,Dairy Science,1,371,3,Female,140,2,2,Milk Processing Operator,1,Married,101032,15601,2,Yes,19,4,3,2,2,5,2,11,17,14,13,0.613537641703538,0.45
45,Yes,Rarely,1494,Maintenance,22,3,Mechanical Engineering,1,372,3,Female,141,3,2,Dairy Lab Technician,1,Divorced,22928,9711,2,Yes,21,3,1,1,23,2,2,9,2,8,11,0.4972995736737037,0.55
56,No,Rarely,843,Farm Operations,7,2,Dairy Science,1,373,2,Male,92,2,3,Cold Storage Supervisor,2,Divorced,85158,2938,5,No,22,4,1,0,2,4,1,7,4,9,19,0.6087428649796205,0.4
45,Yes,Non-Travel,578,Farm Operations,9,3,Dairy Science,1,374,4,Female,129,3,2,Cheese Production Technician,4,Married,50632,6301,5,Yes,17,4,3,2,37,2,3,18,19,4,15,0.6337984397231431,0.5
42,No,Rarely,272,Quality Control,45,4,Dairy Science,1,375,1,Female,108,3,1,Maintenance Engineer,3,Single,52309,5970,5,No,23,1,3,1,1,1,4,9,13,9,7,0.6480242367594915,0.6
28,No,Rarely,1114,Farm Operations,1,1,Biotechnology,1,376,1,Male,101,3,3,Cheese Production Technician,1,Married,29280,5999,4,No,22,1,3,0,34,0,1,10,15,5,16,0.8769315377330544,0.5
31,No,Rarely,1471,Logistics,29,4,Logistics,1,377,2,Female,146,2,3,Logistics & Supply Chain Coordinator,2,Married,60449,5408,4,Yes,22,4,1,1,16,2,3,13,18,0,16,0.3250534512908508,0.35
20,No,Frequently,1059,Logistics,8,2,Logistics,1,378,1,Male,68,3,3,Cheese Production Technician,4,Married,107171,15807,1,Yes,12,2,2,2,8,4,3,25,8,8,6,0.636165189119734,0.5
20,No,Rarely,242,Farm Operations,4,4,Logistics,1,379,2,Female,70,1,2,Dairy Quality Analyst,3,Married,46957,10962,6,No,21,3,2,2,35,4,1,14,16,8,14,0.3315953237407791,0.55
53,No,Frequently,576,Quality Control,35,1,Biotechnology,1,380,3,Female,71,3,2,Maintenance Engineer,3,Married,56895,18632,3,No,22,2,3,1,21,1,2,29,6,5,8,0.3469697041743083,0.6
51,No,Non-Travel,1264,Quality Control,3,3,Mechanical Engineering,1,381,4,Female,58,1,3,Milk Processing Operator,1,Divorced,90499,15385,2,No,24,2,1,0,30,1,3,23,9,7,3,0.6684805185951568,0.45
44,No,Rarely,369,Quality Control,45,1,Dairy Science,1,382,2,Female,58,4,4,Maintenance Engineer,1,Divorced,113057,7950,7,No,22,3,4,0,33,3,4,22,3,3,7,0.841167859480388,0.6
59,No,Non-Travel,411,Production,40,3,Mechanical Engineering,1,383,1,Male,122,4,2,Dairy Quality Analyst,4,Single,118151,4926,3,No,21,1,1,0,23,3,2,9,9,4,9,0.3113309729694691,0.55
